customer_id,customer_name,gender,age,city,state,country,customer_segment,signup_date
C5622,Vaibhav Bora,Female,28,Jammu,Tamil Nadu,India,Wholesale,03-12-2025
C5623,Kimaya Kakar,Male,35,Bhilwara,Himachal Pradesh,India,Retail,13-04-2025
C5624,Biju Balay,Female,54,Jabalpur,Goa,India,Wholesale,03-07-2021
C5625,Ivan Chaudry,Female,63,Etawah,Arunachal Pradesh,India,Corporate,20-10-2024
C5626,Abram Warrior,Male,21,Khora ,Andhra Pradesh,India,Retail,26-02-2021
C5627,Hazel Jani,Female,240,Bangalore,Andhra Pradesh,India,Corporate,01-07-2021
C5628,,Male,49,Khora ,Bihar,India,Retail,15-11-2025
C5629,Drishya Krishnan,Female,18,Guntur,Bihar,India,Corporate,08-09-2025
C5630,Ehsaan Ghose,Male,37,Bilaspur,Jharkhand,India,Retail,19-02-2023
C5631,Krish Sani,Male,40,Siwan,Gujarat,India,Wholesale,30-09-2024
C5632,Jhanvi Taneja,Female,48,Karaikudi,Uttar Pradesh,India,Wholesale,01-12-2021
C5633,Neysa Dhar,Male,12,Ajmer,Assam,India,Corporate,02-01-2023
C5634,Mohanlal Apte,Male,35,Visakhapatnam,Maharashtra,India,Retail,15-07-2021
C5635,Aayush Kade,Female,37,Imphal,Meghalaya,India,Corporate,07-11-2021
C5636,Nitara Dutta,Female,63,Gandhidham,Rajasthan,India,Wholesale,12-10-2024
C5637,Jayesh Bhargava,Male,35,Firozabad,Odisha,India,Corporate,22-01-2025
C5638,Zeeshan Jayaraman,Male,40,Mangalore,Tamil Nadu,India,Wholesale,04-12-2022
C5639,Zeeshan Sinha,Male,62,Faridabad,Rajasthan,India,Retail,27-10-2022
C5640,Darshit Sarin,Female,27,Nagpur,Manipur,India,Wholesale,10-10-2025
C5641,Sumer Chaudhuri,Male,27,Delhi,Rajasthan,India,Retail,05-03-2024
C5642,Ela Batra,Male,22,Mehsana,Sikkim,India,Wholesale,13-12-2022
C5643,Hridaan Thaker,Male,45,Hindupur,Manipur,India,Wholesale,30-04-2025
C5644,Romil Chatterjee,Female,37,Pudukkottai,Punjab,India,Retail,24-03-2024
C5645,Shanaya Setty,Female,55,Miryalaguda,West Bengal,India,Wholesale,09-02-2023
C5646,Nitara Acharya,Female,64,Ghaziabad,Jharkhand,India,Retail,05-08-2022
C5647,Nakul Rama,Female,58,Mango,Maharashtra,India,Retail,14-05-2024
C5648,Miraya Contractor,Male,29,Bikaner,Mizoram,India,Wholesale,06-07-2022
C5649,Akarsh Ganguly,Male,36,Jodhpur,Bihar,India,Retail,27-10-2024
C5650,Vardaniya Sandhu,Female,57,Madurai,Kerala,India,Corporate,15-05-2023
C5651,Dishani Rajan,Male,58,Mumbai,Karnataka,India,Corporate,28-02-2025
C5652,Fateh Dua,Male,27,Dewas,Uttarakhand,India,Wholesale,17-04-2025
C5653,Urvi Dhillon,Female,44,Panchkula,Jharkhand,India,Retail,25-05-2024
C5654,Kartik Jani,Female,37,Rampur,Himachal Pradesh,India,Retail,10-08-2024
C5655,Nishith Goel,Female,30,Panihati,Kerala,India,Wholesale,01-08-2021
C5656,Nehmat Dhar,Female,53,Bidar,Punjab,India,Wholesale,19-03-2023
C5657,Baiju Halder,Female,45,Nellore,Arunachal Pradesh,India,Corporate,25-10-2024
C5658,Sahil Kalla,Female,40,Chapra,Sikkim,India,Corporate,07-03-2021
C5659,Samiha Ramakrishnan,Female,43,Sangli-Miraj & Kupwad,Rajasthan,India,Corporate,01-08-2021
C5660,Rhea Jaggi,Female,43,Pondicherry,Manipur,India,Wholesale,05-09-2023
C5661,Anahi Talwar,Female,57,Gandhinagar,Andhra Pradesh,India,Wholesale,08-01-2022
C5662,Aarav Rastogi,Male,44,Bhagalpur,Meghalaya,India,Corporate,25-02-2021
C5663,Elakshi Sha,Female,23,Jehanabad,Tamil Nadu,India,Corporate,13-11-2025
C5664,Heer Samra,Male,27,Bihar Sharif,Madhya Pradesh,India,Retail,25-02-2022
C5665,Piya Ratti,Male,32,Kota,West Bengal,India,Retail,20-01-2021
C5666,,Male,33,Madanapalle,Rajasthan,India,Retail,19-02-2024
C5667,Ojas Vyas,Male,54,Karnal,Uttar Pradesh,India,Wholesale,19-03-2022
C5668,Mamooty Chaudhry,Female,56,Srikakulam,Gujarat,India,Corporate,03-10-2023
C5669,Kaira Vohra,Male,62,Kamarhati,Sikkim,India,Retail,22-12-2024
C5670,Adira Chaudhuri,Female,35,Dindigul,Gujarat,India,Corporate,08-11-2025
C5671,Vidur Dayal,Male,62,Kolhapur,Assam,India,Corporate,25-05-2024
C5672,Charvi Chandra,Male,41,Latur,Manipur,India,Retail,15-12-2021
C5673,Bhavin Rajagopalan,Male,39,Srinagar,Tripura,India,Retail,15-05-2022
C5674,,Female,45,Rewa,Gujarat,India,Retail,17-05-2022
C5675,Aarna Ram,Male,31,Tumkur,Tripura,India,Corporate,22-10-2022
C5676,Romil Ramanathan,Female,31,Chandigarh,Uttarakhand,India,Corporate,21-10-2023
C5677,Amira Salvi,Female,48,Tirupati,Kerala,India,Wholesale,28-03-2024
C5678,Riya Hayre,Male,50,Sangli-Miraj & Kupwad,Chhattisgarh,India,Wholesale,28-06-2023
C5679,Eshani Choudhury,Female,49,Chinsurah,Tamil Nadu,India,Wholesale,13-05-2024
C5680,Kanav Agate,Male,29,Kalyan-Dombivli,Telangana,India,Corporate,18-02-2024
C5681,Anika Vig,Female,26,Chittoor,Nagaland,India,Wholesale,21-02-2025
C5682,Krish Johal,Female,22,Ahmednagar,Telangana,India,Retail,25-03-2024
C5683,Ritvik Chaudhuri,Male,56,Morbi,Uttarakhand,India,Retail,18-07-2022
C5684,Eshani Sabharwal,Male,64,Mau,Uttarakhand,India,Corporate,01-01-2024
C5685,Aarush Brahmbhatt,Female,47,Panihati,Himachal Pradesh,India,Corporate,11-04-2021
C5686,Zain Lalla,Male,50,Bally,Madhya Pradesh,India,Corporate,13-03-2023
C5687,Vedika Cherian,Female,35,Agartala,Chhattisgarh,India,Retail,07-09-2022
C5688,Khushi Acharya,Female,60,Amroha,Maharashtra,India,Corporate,19-06-2022
C5689,Uthkarsh Gokhale,Male,33,Surendranagar Dudhrej,Manipur,India,Wholesale,26-06-2025
C5690,Nitya Reddy,Male,46,Malegaon,Sikkim,India,Corporate,11-01-2025
C5691,Madhup Rana,Male,22,Thiruvananthapuram,Manipur,India,Corporate,03-10-2024
C5692,Abram Gokhale,Female,53,Khora ,Uttarakhand,India,Wholesale,14-01-2024
C5693,Tushar Devi,Female,23,Rampur,Uttar Pradesh,India,Corporate,15-08-2022
C5694,Vritika Kohli,Female,47,Farrukhabad,Bihar,India,Corporate,21-08-2025
C5695,Riya Shetty,Female,30,Dehri,Manipur,India,Corporate,17-04-2021
C5696,Hansh Iyer,Female,44,Bally,Nagaland,India,Wholesale,30-04-2022
C5697,Baiju Chatterjee,Female,64,Morena,West Bengal,India,Corporate,08-07-2024
C5698,Lavanya Kaul,Male,19,Tinsukia,Madhya Pradesh,India,Wholesale,02-06-2021
C5699,Zaina Ram,Female,40,Kadapa,Uttarakhand,India,Corporate,31-05-2024
C5700,Keya Sandal,Male,32,Junagadh,Andhra Pradesh,India,Retail,12-08-2023
C5701,Nirvaan Rastogi,Female,39,Anand,Uttar Pradesh,India,Wholesale,23-08-2024
C5702,Renee Chaudhry,Male,59,Muzaffarpur,Karnataka,India,Retail,10-09-2021
C5703,Anika Madan,Female,49,Satara,Uttar Pradesh,India,Wholesale,06-12-2021
C5704,Tarini Soman,Male,32,Kishanganj,Manipur,India,Corporate,04-10-2023
C5705,Mishti Sethi,Male,27,Kanpur,Sikkim,India,Corporate,04-04-2024
C5706,Ehsaan Edwin,Female,62,Mirzapur,Maharashtra,India,Retail,25-08-2022
C5707,Tushar Gulati,Male,59,Jaipur,Haryana,India,Wholesale,21-06-2022
C5708,Chirag Bora,Female,20,Ongole,Nagaland,India,Wholesale,21-11-2023
C5709,Shalv Sood,Male,58,Morbi,West Bengal,India,Wholesale,30-03-2022
C5710,Vritika Ramaswamy,Male,23,Hubli–Dharwad,Tripura,India,Wholesale,01-06-2021
C5711,Abram Sandhu,Male,31,Berhampore,Rajasthan,India,Corporate,30-10-2021
C5712,Rati Dave,Male,49,Agra,Maharashtra,India,Wholesale,22-05-2024
C5713,Anahita Dua,Female,56,Dhanbad,Uttarakhand,India,Retail,25-04-2024
C5714,Sumer Ben,Male,39,Rampur,Meghalaya,India,Corporate,15-12-2023
C5715,Jiya Mannan,Male,26,Nadiad,Gujarat,India,Corporate,24-01-2023
C5716,Badal Ramakrishnan,Male,39,Tadepalligudem,Sikkim,India,Retail,12-02-2022
C5717,Aayush Kale,Male,63,Sonipat,Tamil Nadu,India,Corporate,16-01-2021
C5718,Mishti Bhasin,Male,35,Ujjain,Karnataka,India,Corporate,27-03-2024
C5719,Hridaan Dalal,Female,38,Tiruvottiyur,Chhattisgarh,India,Wholesale,14-01-2022
C5720,Umang Taneja,Female,42,Amravati,West Bengal,India,Wholesale,12-05-2023
C5721,Adah Bajwa,Female,53,Sambhal,Mizoram,India,Retail,26-04-2024
C5722,Myra Setty,Male,38,Rampur,Sikkim,India,Retail,13-09-2021
C5723,Biju Chand,Female,41,Jhansi,Rajasthan,India,Corporate,06-08-2021
C5724,Anya Sha,Male,41,Chandigarh,Jharkhand,India,Corporate,01-01-2025
C5725,Kismat Ramesh,Male,39,Nagaon,Nagaland,India,Corporate,12-02-2025
C5726,Fateh Varkey,Female,49,Berhampur,Nagaland,India,Wholesale,08-01-2022
C5727,Kanav Golla,Male,21,Amravati,Arunachal Pradesh,India,Wholesale,26-01-2021
C5728,Yasmin Sarkar,Female,29,Raichur,Punjab,India,Wholesale,11-02-2024
C5729,Tanya Chhabra,Female,22,Serampore,West Bengal,India,Retail,26-11-2022
C5730,Mehul Venkataraman,Male,39,Nellore,Himachal Pradesh,India,Corporate,02-01-2021
C5731,Yuvaan Sharaf,Male,22,Proddatur,Goa,India,Wholesale,04-11-2021
C5732,Gokul Aurora,Male,54,Unnao,Arunachal Pradesh,India,Wholesale,06-08-2021
C5733,Myra Aggarwal,Female,42,Karaikudi,Rajasthan,India,Corporate,27-10-2023
C5734,Sahil Bhatnagar,Female,23,Raebareli,Assam,India,Corporate,17-11-2021
C5735,Dhanush Ramachandran,Female,31,Dhanbad,Assam,India,Retail,13-05-2023
C5736,Taran Chand,Female,27,Pallavaram,West Bengal,India,Wholesale,05-11-2023
C5737,Shamik Bora,Female,30,Solapur,West Bengal,India,Corporate,08-07-2025
C5738,Tara Ghosh,Female,23,Mau,Mizoram,India,Corporate,09-12-2024
C5739,Neelofar Dutt,Female,59,Rajpur Sonarpur,Uttarakhand,India,Wholesale,28-11-2022
C5740,Riaan Contractor,Female,24,Nangloi Jat,Kerala,India,Retail,17-10-2025
C5741,Shlok Banik,Male,54,Sasaram,Manipur,India,Wholesale,09-10-2023
C5742,Arhaan Bhandari,Female,45,Davanagere,Andhra Pradesh,India,Corporate,10-07-2023
C5743,Hazel Kakar,Female,57,Bikaner,Rajasthan,India,Wholesale,19-09-2025
C5744,Miraya Lal,Male,55,Ahmedabad,Arunachal Pradesh,India,Wholesale,16-11-2022
C5745,Kabir Sane,Female,22,Karaikudi,Bihar,India,Retail,15-03-2023
C5746,,Male,59,Saharsa,Uttar Pradesh,India,Wholesale,04-08-2022
C5747,Damini Chandra,Female,19,Alwar,Jharkhand,India,Corporate,15-02-2024
C5748,Prerak Gera,Female,37,Siliguri,Bihar,India,Retail,10-03-2024
C5749,Himmat Sampath,Male,43,Bhilwara,Meghalaya,India,Wholesale,28-01-2025
C5750,Urvi Mani,Male,32,South Dumdum,Karnataka,India,Retail,05-04-2024
C5751,Nitara Ramanathan,Female,12,Aizawl,Odisha,India,Corporate,07-01-2024
C5752,Kiaan Ramachandran,Female,36,Medininagar,Meghalaya,India,Wholesale,07-09-2025
C5753,Hunar Kalla,Male,25,Gudivada,Chhattisgarh,India,Wholesale,22-09-2022
C5754,Urvi Keer,Male,12,Amaravati,Punjab,India,Wholesale,25-04-2022
C5755,Neelofar Saha,Female,57,Tirupati,Punjab,India,Corporate,23-05-2022
C5756,Ela Kota,Female,48,Berhampore,Assam,India,Corporate,19-12-2021
C5757,Jivika Swamy,Male,34,Ujjain,Madhya Pradesh,India,Retail,09-07-2024
C5758,Darshit Chhabra,Male,28,Ozhukarai,Tamil Nadu,India,Wholesale,17-11-2025
C5759,Samaira Jain,Female,20,Nandyal,Odisha,India,Retail,28-04-2025
C5760,Misha Dora,Female,65,Bhiwani,Rajasthan,India,Corporate,25-05-2023
C5761,Ritvik Behl,Male,54,Bhopal,West Bengal,India,Corporate,06-01-2023
C5762,Shray Bhatti,Male,58,South Dumdum,Goa,India,Corporate,19-11-2022
C5763,Azad Deep,Female,43,Bulandshahr,Uttarakhand,India,Retail,12-12-2023
C5764,Ojas Kari,Female,19,Kharagpur,Odisha,India,Wholesale,05-04-2022
C5765,Riaan Brar,Male,27,Berhampur,Kerala,India,Wholesale,28-11-2022
C5766,Indrajit Tata,Male,23,Bally,Punjab,India,Retail,09-04-2021
C5767,Dhruv Sridhar,Female,59,Bellary,Jharkhand,India,Retail,05-06-2022
C5768,Rania Madan,Female,45,Delhi,Madhya Pradesh,India,Corporate,17-06-2025
C5769,Shalv Saxena,Female,47,Dharmavaram,Uttarakhand,India,Corporate,18-04-2022
C5770,Gatik Kala,Female,20,Jehanabad,Madhya Pradesh,India,Retail,12-04-2025
C5771,Heer Rao,Male,49,Hajipur,Karnataka,India,Retail,24-02-2022
C5772,Aayush Iyengar,Male,28,Thrissur,Kerala,India,Wholesale,12-04-2021
C5773,Siya Chauhan,Female,47,Haridwar,Karnataka,India,Retail,23-01-2023
C5774,Kashvi Karpe,Female,47,Adoni,Nagaland,India,Retail,27-01-2024
C5775,Lakshay Maharaj,Female,39,Suryapet,Haryana,India,Corporate,13-11-2024
C5776,Mohanlal Bhardwaj,Female,34,Allahabad,Arunachal Pradesh,India,Corporate,03-11-2025
C5777,Adah Dalal,Male,63,Sambalpur,Meghalaya,India,Wholesale,22-05-2021
C5778,Armaan Gandhi,Male,38,Bangalore,Jharkhand,India,Wholesale,20-11-2024
C5779,Ryan Sachdev,Male,36,Khammam,Himachal Pradesh,India,Retail,31-12-2021
C5780,Gokul Sood,Male,18,Hazaribagh,Chhattisgarh,India,Wholesale,06-06-2023
C5781,Bhavin Edwin,Female,18,Shimla,Telangana,India,Wholesale,25-08-2024
C5782,Madhup Sachdeva,Male,55,Ujjain,Goa,India,Wholesale,30-03-2022
C5783,Madhup Ramanathan,Male,55,Sambhal,Mizoram,India,Retail,13-10-2023
C5784,Ahana  Bhargava,Male,64,Danapur,Haryana,India,Wholesale,06-11-2021
C5785,Anika Sethi,Male,27,Patiala,West Bengal,India,Retail,20-04-2022
C5786,Ayesha Chaudhary,Male,42,Kulti,Rajasthan,India,Retail,23-02-2021
C5787,Khushi Zacharia,Female,55,Kharagpur,West Bengal,India,Wholesale,10-01-2021
C5788,Oorja Sarraf,Male,61,Pimpri-Chinchwad,Sikkim,India,Retail,08-01-2021
C5789,Nehmat Bhalla,Male,64,Gandhidham,Goa,India,Wholesale,05-11-2023
C5790,Prisha Devi,Female,24,Sirsa,Punjab,India,Wholesale,09-04-2022
C5791,Saanvi Bala,Female,44,Agra,Haryana,India,Wholesale,13-02-2022
C5792,,Male,45,Bilaspur,Telangana,India,Corporate,08-12-2022
C5793,Mannat Krishnan,Male,130,Akola,Mizoram,India,Wholesale,10-12-2024
C5794,Saanvi Choudhary,Female,31,Unnao,Himachal Pradesh,India,Retail,12-06-2021
C5795,Keya Dayal,Male,22,Tirupati,Mizoram,India,Corporate,12-09-2021
C5796,Ivana Roy,Female,63,Phagwara,Bihar,India,Retail,08-10-2023
C5797,Yuvaan Varghese,Female,43,Karaikudi,Sikkim,India,Wholesale,09-02-2021
C5798,Eva Bora,Male,59,Arrah,Maharashtra,India,Retail,11-02-2023
C5799,Anaya Mandal,Female,21,Gwalior,Manipur,India,Retail,01-07-2024
C5800,Anay Barad,Male,47,Proddatur,Uttar Pradesh,India,Retail,09-12-2021
C5801,Onkar Mangal,Female,55,Dehri,Mizoram,India,Corporate,15-02-2021
C5802,Hiran Grover,Female,24,Hyderabad,Arunachal Pradesh,India,Retail,29-07-2024
C5803,Zain Baral,Female,44,Ramagundam,Bihar,India,Corporate,28-12-2021
C5804,Badal Datta,Male,50,Jalgaon,Andhra Pradesh,India,Retail,30-09-2022
C5805,Zain Chadha,Male,62,Thoothukudi,Himachal Pradesh,India,Wholesale,27-03-2023
C5806,Mehul Tiwari,Female,130,Dibrugarh,Goa,India,Corporate,21-11-2025
C5807,Mishti Dhar,Male,12,Rajahmundry,Rajasthan,India,Corporate,13-01-2025
C5808,Tiya Karnik,Female,41,Danapur,Himachal Pradesh,India,Retail,10-05-2024
C5809,Aaina Mangat,Female,47,Raiganj,Meghalaya,India,Wholesale,19-02-2023
C5810,Saanvi Dubey,Male,59,Dhule,Manipur,India,Corporate,28-04-2023
C5811,Purab Baral,Male,56,Jammu,Odisha,India,Corporate,25-07-2023
C5812,Dharmajan Lala,Male,37,Anand,Manipur,India,Corporate,13-04-2022
C5813,Tejas Gulati,Female,24,Chennai,Punjab,India,Corporate,10-12-2023
C5814,Shlok Dash,Female,55,Karimnagar,Uttar Pradesh,India,Retail,27-02-2025
C5815,Miraan Kapoor,Male,22,Nizamabad,Andhra Pradesh,India,Retail,22-10-2022
C5816,Yasmin Rajan,Female,24,Shahjahanpur,West Bengal,India,Wholesale,29-02-2024
C5817,Nishith Iyer,Female,25,Warangal,West Bengal,India,Wholesale,26-05-2023
C5818,Aayush Kapur,Female,42,Bhagalpur,Andhra Pradesh,India,Wholesale,13-08-2024
C5819,Nehmat Hegde,Female,42,Mira-Bhayandar,Tripura,India,Corporate,18-06-2021
C5820,Myra Vohra,Male,58,Anand,Assam,India,Retail,03-12-2022
C5821,Jayesh Mann,Female,53,Saharanpur,Rajasthan,India,Corporate,21-02-2025
C5822,Diya Chanda,Male,52,Udaipur,Odisha,India,Wholesale,15-10-2021
C5823,Mamooty Arya,Male,30,Unnao,Odisha,India,Corporate,20-10-2021
C5824,Aarush Keer,Female,62,Kakinada,Telangana,India,Corporate,11-01-2022
C5825,Priyansh Saxena,Male,21,Vellore,Tamil Nadu,India,Corporate,30-01-2021
C5826,Sana Chahal,Female,62,Madurai,Kerala,India,Retail,07-04-2025
C5827,Romil Venkatesh,Male,36,Shahjahanpur,Rajasthan,India,Retail,12-05-2025
C5828,Vivaan Gera,Male,25,Farrukhabad,Bihar,India,Corporate,17-06-2024
C5829,Parinaaz Hans,Male,48,Tinsukia,Arunachal Pradesh,India,Wholesale,28-09-2024
C5830,Bhavin Arya,Male,42,Tiruvottiyur,Karnataka,India,Corporate,08-01-2021
C5831,Manjari Walla,Male,63,Jabalpur,Meghalaya,India,Corporate,25-11-2025
C5832,Alia Dubey,Female,35,Ujjain,Uttarakhand,India,Retail,13-01-2024
C5833,Misha Mahajan,Male,40,Ghaziabad,Odisha,India,Retail,20-08-2025
C5834,Dhruv Rajagopal,Male,59,Kurnool,Manipur,India,Wholesale,19-07-2024
C5835,Nayantara Sinha,Male,59,Begusarai,Rajasthan,India,Corporate,22-10-2023
C5836,Indranil Mall,Female,30,Bulandshahr,Tamil Nadu,India,Wholesale,09-11-2024
C5837,Jiya Sule,Female,63,Mehsana,Arunachal Pradesh,India,Wholesale,17-11-2024
C5838,Jayesh Balay,Female,20,Medininagar,Uttarakhand,India,Retail,11-09-2024
C5839,Sana Bora,Male,48,Pondicherry,Mizoram,India,Retail,23-08-2024
C5840,Manikya Kothari,Male,38,Madanapalle,Arunachal Pradesh,India,Corporate,19-04-2023
C5841,Stuvan Kapoor,Female,22,Adoni,Tamil Nadu,India,Wholesale,27-07-2024
C5842,Neysa Reddy,Male,12,Thanjavur,Haryana,India,Corporate,23-04-2025
C5843,Raghav Koshy,Male,62,Bhusawal,Punjab,India,Wholesale,24-04-2023
C5844,Tushar Bakshi,Female,57,Jorhat,Nagaland,India,Retail,17-06-2022
C5845,Ivana Vyas,Male,47,Faridabad,West Bengal,India,Corporate,08-07-2022
C5846,Nayantara Loyal,Male,48,Amravati,Uttarakhand,India,Retail,14-02-2022
C5847,Nishith Chaudhari,Male,62,Nanded,Punjab,India,Retail,13-08-2023
C5848,Saanvi Baria,Female,48,Suryapet,Rajasthan,India,Retail,27-12-2025
C5849,Ojas Jani,Male,30,Srikakulam,Telangana,India,Retail,20-04-2023
C5850,Uthkarsh Shan,Male,19,Aurangabad,Meghalaya,India,Corporate,22-12-2021
C5851,Drishya Khare,Male,27,Kakinada,Tripura,India,Retail,07-06-2024
C5852,Mohanlal Sunder,Female,64,Tirupati,Haryana,India,Retail,19-11-2025
C5853,Neysa Gara,Female,56,Jabalpur,Sikkim,India,Wholesale,10-12-2023
C5854,Shalv Bumb,Female,33,Thanjavur,Punjab,India,Wholesale,26-07-2024
C5855,Rohan Jha,Female,24,Kulti,Rajasthan,India,Corporate,26-12-2023
C5856,Rhea Verma,Female,61,Sonipat,Bihar,India,Corporate,01-07-2025
C5857,Azad Agrawal,Female,54,Munger,Uttar Pradesh,India,Retail,28-12-2023
C5858,Stuvan Khosla,Male,18,Sasaram,Telangana,India,Corporate,28-12-2021
C5859,Pranay Kamdar,Male,64,Gandhidham,Punjab,India,Corporate,21-11-2024
C5860,Ishaan Bera,Female,35,Deoghar,Rajasthan,India,Corporate,15-01-2021
C5861,Yakshit Gupta,Female,47,Eluru,Chhattisgarh,India,Corporate,08-07-2024
C5862,Akarsh Tailor,Male,63,Ambala,Bihar,India,Corporate,11-04-2023
C5863,Jiya Subramaniam,Male,12,Thiruvananthapuram,Uttar Pradesh,India,Retail,10-05-2025
C5864,Tiya Bhatt,Male,64,Kota,Tripura,India,Wholesale,26-10-2023
C5865,Kiaan Rattan,Female,56,Sirsa,Telangana,India,Retail,06-05-2022
C5866,Kiara Chaudhari,Male,52,Ongole,Gujarat,India,Retail,16-03-2025
C5867,Indrans Dayal,Male,65,Kurnool,Andhra Pradesh,India,Retail,20-02-2025
C5868,Dhanuk Mannan,Male,35,Chandigarh,Assam,India,Corporate,14-07-2022
C5869,Ishaan Batta,Female,49,Baranagar,Kerala,India,Corporate,01-08-2024
C5870,Ivan Dhawan,Male,54,Hajipur,Bihar,India,Corporate,13-11-2021
C5871,Jiya Bora,Male,43,Sambalpur,Uttar Pradesh,India,Retail,19-08-2021
C5872,Armaan Datta,Male,58,Malda,Meghalaya,India,Corporate,23-08-2025
C5873,Ritvik Shetty,Male,28,Suryapet,Uttarakhand,India,Corporate,02-03-2022
C5874,Armaan Deshmukh,Female,33,Phagwara,Haryana,India,Wholesale,17-05-2023
C5875,Kavya Keer,Female,38,Serampore,Meghalaya,India,Corporate,20-07-2025
C5876,Lakshay Chokshi,Female,41,Satara,Telangana,India,Corporate,08-08-2025
C5877,Neysa Ranganathan,Female,42,Sultan Pur Majra,Uttar Pradesh,India,Retail,10-06-2024
C5878,Gatik Keer,Female,42,Kalyan-Dombivli,West Bengal,India,Corporate,15-12-2023
C5879,Rhea Bahl,Female,63,Cuttack,Assam,India,Wholesale,08-01-2023
C5880,Dishani Chaudhry,Female,48,Khora ,Goa,India,Wholesale,03-10-2023
C5881,Sara Arora,Male,29,Morena,Telangana,India,Corporate,21-03-2022
C5882,Ivana Bansal,Female,64,Nandyal,Mizoram,India,Wholesale,22-08-2024
C5883,Kabir Walla,Female,44,Nandyal,Odisha,India,Wholesale,09-02-2025
C5884,Elakshi Dar,Male,36,Ratlam,Mizoram,India,Corporate,19-12-2023
C5885,Ayesha Mander,Male,34,Proddatur,Bihar,India,Corporate,16-12-2025
C5886,Amani Gara,Male,25,Jaunpur,West Bengal,India,Wholesale,21-11-2021
C5887,Abram Bora,Female,49,Lucknow,Jharkhand,India,Wholesale,29-11-2021
C5888,Yuvraj  Garde,Male,52,Amaravati,Karnataka,India,Retail,12-03-2025
C5889,Jayan Sarin,Female,40,Bokaro,Punjab,India,Wholesale,01-03-2023
C5890,Navya Aggarwal,Male,24,Amravati,Madhya Pradesh,India,Corporate,24-02-2023
C5891,Suhana Bawa,Female,35,Jalna,Telangana,India,Corporate,24-07-2023
C5892,Reyansh Jani,Male,64,Hazaribagh,Goa,India,Wholesale,06-06-2024
C5893,Arhaan Venkataraman,Male,55,Udupi,Karnataka,India,Retail,15-04-2023
C5894,Kimaya Mannan,Male,40,Hazaribagh,Manipur,India,Retail,13-09-2024
C5895,Jayan Chandran,Female,35,Madanapalle,Maharashtra,India,Corporate,29-07-2023
C5896,Prerak Soni,Male,18,Lucknow,Goa,India,Retail,29-05-2024
C5897,Siya Sathe,Female,53,Uluberia,Andhra Pradesh,India,Corporate,24-02-2024
C5898,Pihu Devan,Male,42,Kolkata,Himachal Pradesh,India,Retail,14-12-2022
C5899,Aaina Ganguly,Female,19,Vellore,Goa,India,Retail,30-03-2025
C5900,Ayesha Bava,Female,63,Darbhanga,Haryana,India,Wholesale,04-04-2022
C5901,Shayak Anne,Female,53,Kharagpur,Tamil Nadu,India,Retail,06-11-2021
C5902,Divij Deol,Male,33,Mangalore,Maharashtra,India,Wholesale,21-06-2021
C5903,Anahi Saha,Female,46,Sagar,Odisha,India,Wholesale,18-03-2024
C5904,Ranbir Sangha,Female,54,Silchar,Tripura,India,Retail,19-08-2023
C5905,,Male,56,Warangal,Tamil Nadu,India,Wholesale,07-05-2021
C5906,Mehul Saran,Female,19,Kishanganj,Sikkim,India,Corporate,08-07-2021
C5907,,Male,26,Udaipur,Arunachal Pradesh,India,Corporate,01-05-2022
C5908,Ehsaan Saran,Female,51,Karnal,Punjab,India,Corporate,14-05-2023
C5909,Zeeshan Vig,Male,60,Khora ,Arunachal Pradesh,India,Retail,16-02-2025
C5910,Aniruddh Samra,Female,32,Ambala,Rajasthan,India,Wholesale,12-01-2023
C5911,Bhamini Cheema,Male,28,Kurnool,West Bengal,India,Corporate,30-05-2025
C5912,Navya Gara,Female,21,Phagwara,Jharkhand,India,Wholesale,22-02-2023
C5913,Yuvaan Chaudhari,Male,35,Avadi,Himachal Pradesh,India,Wholesale,20-09-2022
C5914,Kimaya Karnik,Male,35,Thane,Kerala,India,Retail,07-08-2022
C5915,Ritvik Gola,Female,55,Tinsukia,Sikkim,India,Retail,21-02-2022
C5916,Vardaniya Badami,Female,46,Mau,Himachal Pradesh,India,Wholesale,12-06-2022
C5917,Purab Sood,Male,53,Eluru,Maharashtra,India,Wholesale,17-12-2023
C5918,Kabir Bajaj,Male,33,Udupi,Gujarat,India,Corporate,08-07-2022
C5919,Raghav Seth,Male,47,Begusarai,Sikkim,India,Retail,26-11-2021
C5920,Zain Banik,Female,46,Dhanbad,Uttarakhand,India,Corporate,23-09-2024
C5921,Tushar Talwar,Male,22,Thoothukudi,Goa,India,Retail,09-07-2023
C5922,Ritvik Verma,Male,37,Mango,Karnataka,India,Corporate,16-05-2021
C5923,Indrans Wagle,Male,52,Bettiah,Assam,India,Corporate,24-02-2023
C5924,Ayesha Swaminathan,Female,24,Nadiad,Himachal Pradesh,India,Wholesale,15-09-2023
C5925,Hunar Agrawal,Male,41,Thrissur,Andhra Pradesh,India,Wholesale,02-06-2024
C5926,Bhamini Bath,Male,30,Tezpur,Meghalaya,India,Retail,25-05-2022
C5927,Shaan Savant,Male,22,Rampur,Madhya Pradesh,India,Corporate,06-09-2023
C5928,Kismat Setty,Female,32,Muzaffarpur,Jharkhand,India,Corporate,25-11-2025
C5929,Ranbir Trivedi,Female,52,Navi Mumbai,Madhya Pradesh,India,Wholesale,04-04-2021
C5930,Nitara Shere,Female,58,Tiruvottiyur,Telangana,India,Wholesale,02-11-2021
